Injury.Severity,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition
Non-Fatal,Airplane,Myers,Q-2,Yes,1.0,Reciprocating,Personal,VMC
Fatal(169),Airplane,Airbus Industrie,A 310,No,,Unknown,Unknown,UNK
Non-Fatal,Airplane,Boeing,B 727-100,No,,Unknown,Unknown,IMC
Fatal(1),Airplane,Cessna,208B,No,1.0,Turbo Prop,Unknown,VMC
Fatal(1),Airplane,Cessna,182M,No,1.0,Reciprocating,Personal,VMC
Fatal(3),Airplane,Douglas,DC-8-71F,No,4.0,Turbo Fan,,VMC
Non-Fatal,Airplane,Ayres,,No,1.0,,Positioning,VMC
Non-Fatal,Airplane,Boeing,B737-400,No,,Unknown,Unknown,IMC
Non-Fatal,Airplane,Boeing,737-300,No,2.0,Turbo Fan,Unknown,VMC
Unavailable,Airplane,Boeing,727-23,No,,Unknown,Unknown,VMC
Incident,Airplane,Boeing,B747-267B,No,,Unknown,Unknown,UNK
Non-Fatal,Airplane,Boeing,747-200F,No,,Turbo Fan,,
Incident,Airplane,Boeing,727,Yes,,Unknown,Unknown,UNK
Fatal(3),Airplane,Learjet,35A,No,2.0,Turbo Fan,Instructional,VMC
Incident,Airplane,Boeing,737-400,Yes,,Unknown,Unknown,VMC
Fatal(131),Airplane,Boeing,737-200,No,,Unknown,Unknown,IMC
Incident,Airplane,Boeing,747-300,,,,,
Fatal(12),Airplane,Douglas,DC-10-30,No,,Unknown,,UNK
Incident,Airplane,British Aerospace,BAE 146-200,No,4.0,Turbo Fan,,IMC
Incident,Airplane,Douglas,MD87,No,,Unknown,Unknown,UNK
Incident,Airplane,Boeing,747-200,No,,Unknown,Unknown,UNK
Unavailable,Airplane,Beech,1900C,No,,Unknown,Unknown,UNK
Non-Fatal,Airplane,Boeing,737-500,No,,Turbo Fan,Unknown,IMC
Non-Fatal,Airplane,Mcdonnell Douglas,MD-80,No,,Unknown,Unknown,UNK
Incident,Airplane,Boeing,747F,Yes,,Unknown,Unknown,UNK
Incident,Airplane,Boeing,747-200,No,,Unknown,Unknown,UNK
Fatal(1),Airplane,Cessna,402C,No,2.0,Reciprocating,Unknown,VMC
Fatal(13),Airplane,Curtis-wright,C-46,No,,Unknown,Unknown,VMC
Fatal(4),Airplane,Piper,PA-24-260,No,,Unknown,Personal,UNK
Non-Fatal,Airplane,Steel/vans,RV6,Yes,1.0,Reciprocating,Personal,VMC
Incident,Airplane,Boeing,747-2B6B,Yes,,Unknown,Unknown,IMC
Non-Fatal,Airplane,Schweizer,G-164B,No,1.0,Reciprocating,Aerial Application,VMC
Fatal(2),Airplane,Cessna,208,No,,Unknown,Public Aircraft,UNK
Non-Fatal,Airplane,Swearingen,SA-226TC,No,,,,IMC
Fatal(8),Airplane,Beech,KINGAIR 200,No,,Unknown,Unknown,UNK
Non-Fatal,Airplane,Cessna,208B,No,1.0,Turbo Prop,,VMC
Non-Fatal,Airplane,Boeing,707-312B,No,,Unknown,Business,UNK
Non-Fatal,Airplane,Mcdonnell Douglas,DC-10-30,No,,Turbo Fan,,VMC
Fatal(2),Airplane,Beech,E-90,No,,,,
Incident,Airplane,Boeing,757-200,No,,Unknown,Unknown,UNK
Non-Fatal,Airplane,Boeing,767,No,2.0,,,
Fatal(1),Airplane,Cessna,182N,No,,Unknown,Unknown,IMC
Non-Fatal,Airplane,Boeing,767-300ER,No,2.0,Turbo Fan,,VMC
Fatal(2),Airplane,Cessna,206,No,,,,IMC
Fatal(4),Airplane,Aerostar,602P,No,,Unknown,Personal,IMC
Unavailable,Airplane,Boeing,727-100,No,,,,
Non-Fatal,Airplane,Cessna,182A,No,1.0,Reciprocating,Skydiving,VMC
Non-Fatal,Airplane,Boeing,727-200,No,,,,
Non-Fatal,Airplane,Learjet,LJ-60,No,2.0,Turbo Jet,Executive/corporate,VMC
Fatal(4),Airplane,Beech,95-55,No,,,Personal,VMC
Non-Fatal,Airplane,Beech,95-D55,No,,,,VMC
Non-Fatal,Airplane,Cessna,T310R,No,2.0,Reciprocating,,VMC
Fatal(4),Airplane,Beech,F90-42,No,2.0,Turbo Prop,Business,VMC
Fatal(4),Airplane,Piper,PA-34-200T,No,,,,IMC
Fatal(24),Airplane,Douglas,DC-3,No,,Unknown,Unknown,UNK
Fatal(4),Airplane,Cessna,310R,No,,,Public Aircraft,VMC
Fatal(7),Airplane,Aero Commander,500,No,,,,IMC
Incident,Airplane,Boeing,B-777-300,,,,,
Non-Fatal,Airplane,Cessna,CitationJET (525),,2.0,Turbo Fan,,
Fatal(3),Airplane,,,No,2.0,,,VMC
Non-Fatal,Airplane,Boeing,B-737-832,No,2.0,Turbo Fan,,VMC
Non-Fatal,Airplane,Mcdonnell Douglas,MD-81,No,2.0,Turbo Fan,,VMC
Incident,Airplane,Boeing,747-300,,,,,
Non-Fatal,Airplane,Dassault-breguet,MYSTERE FALCON 900,No,2.0,Turbo Fan,Executive/corporate,IMC
Fatal(3),Airplane,Gates Learjet,35A,No,,,,VMC
Non-Fatal,Airplane,Cessna,340A,No,,,Personal,IMC
Fatal(7),Airplane,Cessna,206,No,,,,VMC
Non-Fatal,Airplane,Meshko Zenair,CH-701,Yes,1.0,Reciprocating,Personal,VMC
Incident,Airplane,Lockheed,L1011,,,,,
Fatal(2),Airplane,Aero Commander,500S,No,,,Personal,
Non-Fatal,Airplane,Cessna,525,No,,,,VMC
Non-Fatal,Airplane,Cessna,P206,No,1.0,Reciprocating,Skydiving,VMC
Non-Fatal,Airplane,Boeing,767-300,No,,,,VMC
Non-Fatal,Airplane,Cessna,182E,No,1.0,Reciprocating,Skydiving,VMC
Incident,Airplane,Boeing,737-800,,,,,
Non-Fatal,Airplane,Piper,PA-31-350,No,,,,VMC
Fatal(20),Airplane,De Havilland,DHC-6-300,No,,,,VMC
Non-Fatal,Airplane,Piper,PA-24,No,1.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Cessna,210F,No,1.0,Reciprocating,Personal,IMC
Non-Fatal,Airplane,De Havilland,DHC-3,No,1.0,Turbo Prop,Skydiving,VMC
Non-Fatal,Airplane,Beech,200,No,,,,VMC
Fatal(1),Airplane,Henry,Pelican,Yes,1.0,Reciprocating,Personal,VMC
Fatal(2),Airplane,Piper,PA-46-500TP,No,1.0,Turbo Prop,Personal,VMC
Fatal(4),Airplane,Aero Commander,500S,No,,,,
Fatal(4),Airplane,Cessna,182,No,,,Personal,
Fatal(2),Airplane,Cessna,T310R,No,2.0,Reciprocating,Aerial Application,VMC
Fatal(1),Airplane,Beech,55,No,,,Personal,VMC
Fatal(3),Airplane,Mooney,M20E,No,1.0,Reciprocating,Unknown,
Non-Fatal,Airplane,Cessna,TR182,No,,,Unknown,
Fatal(10),Airplane,Cessna,208B,No,,,,IMC
Fatal(1),Airplane,Cessna,C-208 Caravan,No,,,Skydiving,
Fatal(5),Airplane,Cessna,182J,No,,,,IMC
Fatal(1),Airplane,Piper,PA-42-1000,No,,,Personal,
Fatal(2),Airplane,Piper,PA-24-250,No,,,,VMC
Fatal(2),Airplane,Cessna,182S,No,,,Personal,VMC
Fatal(2),Airplane,Cessna,182,No,,,Personal,IMC
Non-Fatal,Airplane,Bennett,Glastar,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-28,No,,,Unknown,
Fatal(2),Airplane,Beech,BE-36,No,,,Personal,VMC
Fatal(1),Airplane,De Havilland,DHC-6 Twin Otter,No,2.0,Turbo Prop,Skydiving,VMC
Fatal(1),Airplane,Piper,PA-28-181,No,1.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Moravan,Zlin 526F,No,1.0,Reciprocating,Personal,VMC
Fatal(2),Airplane,Cessna,U206G,No,,,Personal,VMC
Non-Fatal,Airplane,Cessna,182,No,1.0,Reciprocating,Skydiving,VMC
Non-Fatal,Airplane,Cessna,208B,No,,,,VMC
Non-Fatal,Airplane,Taylorcraft,F21B,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Fokker,F28,No,,,,VMC
Fatal(1),Airplane,Schuchart,Stoddard HamiltonSH3,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,182B,No,1.0,Reciprocating,Skydiving,VMC
Fatal(2),Airplane,Cessna,150,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,182A,No,1.0,Reciprocating,Skydiving,VMC
Non-Fatal,Airplane,Saab-scania Ab (saab),340B,No,,,,VMC
Non-Fatal,Airplane,Boeing,B767-332,No,,,,IMC
Fatal(8),Airplane,Cessna,TU206G,No,,,,IMC
Fatal(65),Airplane,Boeing,767-200ER,No,2.0,Turbo Fan,,
Fatal(19),Airplane,Let,410 UVP-E,No,,,,VMC
Fatal(8),Airplane,Let,410 UVP-E,No,,,,VMC
Non-Fatal,Airplane,Piper,PA-32RT-300T,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,182A,No,1.0,Reciprocating,Skydiving,VMC
Fatal(1),Airplane,Edge,540,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Learjet,25B,No,,,,VMC
Non-Fatal,Airplane,Thomson,Harmon Rocket II,Yes,1.0,Reciprocating,Personal,VMC
Fatal(2),Airplane,"Rans, Inc.",S-6,Yes,1.0,Reciprocating,Personal,VMC
Fatal(4),Airplane,Piper,PA-31T1,No,2.0,Turbo Prop,Executive/corporate,IMC
Fatal(3),Airplane,Cessna,337D,No,,,Business,VMC
Fatal(1),Airplane,Piper,PA-28R-180,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-30,No,,,,VMC
Non-Fatal,Airplane,Swearingen,SA-227-AT,No,2.0,Turbo Prop,,VMC
Non-Fatal,Airplane,Piper,PA-46T,No,1.0,Turbo Prop,Personal,IMC
Non-Fatal,Airplane,Cessna,A188,No,,,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Fatal(26),Airplane,Fairchild,FH-227,No,,,Public Aircraft,VMC
Fatal(2),Airplane,Grandman,COZY,Yes,,,Personal,VMC
Fatal(2),Airplane,Cessna,182L,No,,,,VMC
Non-Fatal,Airplane,Cessna,A188,No,,,Aerial Application,VMC
Non-Fatal,Airplane,Mcdonnell Douglas,DC-9-41,No,2.0,Turbo Jet,,VMC
Non-Fatal,Airplane,Cessna,182,No,,,,VMC
Fatal(2),Airplane,Cessna,U206,No,,,,VMC
Non-Fatal,Airplane,Grumman,G-73T,No,,,,VMC
Non-Fatal,Airplane,Cessna,172N,No,1.0,Reciprocating,Instructional,VMC
Fatal(2),Airplane,Cessna,U206G,,,,,VMC
Incident,Airplane,Boeing,747,No,4.0,Turbo Fan,,
Fatal(2),Airplane,Cessna,152,No,,,Instructional,VMC
Non-Fatal,Airplane,Cessna,188,No,1.0,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,340A,No,,,,VMC
Fatal(1),Airplane,Piper,PA-32R-301T,No,,,Personal,VMC
Fatal(2),Airplane,Piper,PA-38-112,No,,,Personal,VMC
Non-Fatal,Airplane,Cessna,T310R,No,2.0,Reciprocating,Personal,VMC
Fatal(4),Airplane,Cessna,U206G,No,,,,
Non-Fatal,Airplane,Cessna,182A,No,1.0,Reciprocating,Skydiving,VMC
Fatal(6),Airplane,Cessna,TU206G,No,,,Aerial Observation,VMC
Non-Fatal,Airplane,Mcdonnell Douglas,DC-10-40F,No,,,,VMC
Fatal(4),Airplane,Cessna,172,No,,,,VMC
Non-Fatal,Airplane,Ercoupe,ERCO-415-E,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Waco,ASO,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Douglas,DC-9-15,No,,,,VMC
Non-Fatal,Airplane,Mcdonnell Douglas,DC-9-82,No,2.0,Turbo Fan,,VMC
Non-Fatal,Airplane,Grenier,Acro Sport,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,A-23-23,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-34,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-J3-C65,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Gulfstream American,AA-5B,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Aero Commander,Callair A-9B,No,1.0,Reciprocating,Other Work Use,VMC
Non-Fatal,Airplane,Baughman,KR-2,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,150H,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,188B,No,1.0,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Grumman,G-164,No,1.0,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,172N,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Bilgri,Sonerai II Lts,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Eckstein,RV-6A,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,182A,No,1.0,Reciprocating,Personal,VMC
Fatal(6),Airplane,Cessna,206,No,,,Personal,VMC
Fatal(3),Airplane,Cessna,T210M,No,,,Personal,VMC
Non-Fatal,Airplane,Air Tractor,AT-301,No,1.0,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,T210N,No,,,,VMC
Non-Fatal,Airplane,Giroux,Air Cam,Yes,2.0,Reciprocating,Personal,VMC
Fatal(4),Airplane,Grumman American,AA-5B,No,1.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Crawford,Widebody Long EZ,Yes,1.0,Reciprocating,Public Aircraft,VMC
Non-Fatal,Airplane,Cessna,172N,No,,,Business,VMC
Non-Fatal,Airplane,Piper,PA-25-235,No,1.0,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Bellanca,BL-17-30A,No,1.0,Reciprocating,Personal,VMC
Fatal(2),Airplane,Cessna,A185F,No,1.0,Reciprocating,,VMC
Non-Fatal,Airplane,Tomash,Avid Flyer,Yes,1.0,Reciprocating,Personal,VMC
Fatal(7),Airplane,Beechcraft,58P,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,120,No,1.0,Reciprocating,Personal,VMC
Fatal(5),Airplane,Cessna,310R,No,,,Executive/corporate,VMC
Non-Fatal,Airplane,Ercoupe (eng & Research Corp.),415-CD,No,1.0,Reciprocating,Positioning,VMC
Non-Fatal,Airplane,Cessna,150G,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Aviat,A-1,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,188B,No,1.0,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,182,No,1.0,Reciprocating,Skydiving,VMC
Fatal(1),Airplane,Mooney,M20E,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,182E,No,1.0,Reciprocating,Personal,VMC
Fatal(2),Airplane,Bellanca,17-30,No,,,Personal,VMC
Non-Fatal,Airplane,De Havilland,DHC-8-102,No,2.0,Turbo Prop,,VMC
Fatal(2),Airplane,Cessna,182F,No,,,,VMC
Non-Fatal,Airplane,Cessna,180,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,180,No,1.0,Reciprocating,Personal,VMC
Fatal(4),Airplane,Piper,PA-34-200T,No,,,Personal,IMC
Non-Fatal,Airplane,Piper,PA-22,No,1.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Piper,PA-31-350,No,,,Personal,VMC
Fatal(1),Airplane,Canadair,F-86,No,,,Personal,VMC
Fatal(2),Airplane,Piper,PA-28-236,No,,,Personal,IMC
Fatal(2),Airplane,Cessna,182M,No,,,Personal,VMC
Non-Fatal,Airplane,Taylorcraft,BC12-D,No,1.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Cessna,152,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Consolidated Aeronautics Inc.,LA-4-200,No,1.0,Reciprocating,Instructional,VMC
Fatal(1),Airplane,Cessna,402C,No,2.0,Turbo Prop,Positioning,IMC
Non-Fatal,Airplane,Piper,PA38,No,1.0,Reciprocating,Instructional,VMC
Incident,Airplane,Piper,PA-601P,No,2.0,Reciprocating,Personal,IMC
Non-Fatal,Airplane,Cessna,A150M,No,1.0,Reciprocating,Instructional,VMC
Fatal(1),Airplane,Cessna,208B,No,1.0,Turbo Prop,Positioning,IMC
Non-Fatal,Airplane,Piper,PA-30,No,2.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Beech,BE-60,No,,,Personal,VMC
Non-Fatal,Airplane,Carlisle,Comp Air 6,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,150K,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,British Aerospace,Jetstream 31,No,,,,VMC
Non-Fatal,Airplane,Cessna,208B,No,1.0,Turbo Prop,Instructional,VMC
Non-Fatal,Airplane,Cessna,182R,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Boeing,737-400,No,,,,VMC
Incident,Airplane,Boeing,747,No,4.0,Turbo Fan,,
Non-Fatal,Airplane,Cessna,208,No,1.0,Turbo Prop,Public Aircraft - Federal,VMC
Fatal(1),Airplane,Cessna,411,No,,,,VMC
Non-Fatal,Airplane,Aero Commander,690A,No,2.0,Turbo Prop,Business,VMC
Fatal(5),Airplane,Cessna,R172HP,No,,,,VMC
Non-Fatal,Airplane,Aerospatiale,ATR-42-300,No,,,,
Fatal(2),Airplane,Cessna,172S,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Maule,M-5-235C,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172S,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,190,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Mathews,Pegazai,Yes,1.0,Reciprocating,Personal,VMC
Incident,Airplane,Cessna,182P,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Boeing,A75N1,No,1.0,Reciprocating,Air Race/show,VMC
Non-Fatal,Airplane,Larry Woods,Venture,Yes,1.0,Reciprocating,Personal,VMC
Fatal(4),Airplane,Cessna,182L,No,,,,IMC
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Instructional,VMC
Fatal(3),Airplane,Grumman,HU-16,No,,,Personal,VMC
Fatal(1),Airplane,Socata,TBM 700B,No,1.0,Turbo Prop,Executive/corporate,VMC
Non-Fatal,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Wsk Pzl Mielec,M-18A,No,1.0,Turbo Prop,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,120,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,95-B55,No,2.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Ayers,RV-6A,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Mooney,M20J,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Boeing,A75N1(PT17),No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-46-500TP,No,1.0,Turbo Prop,Personal,VMC
Non-Fatal,Airplane,Piper,PA-18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Kolb Company,MKIII,Yes,1.0,Reciprocating,Flight Test,VMC
Fatal(5),Airplane,Cessna,182Q,No,1.0,Reciprocating,Personal,VMC
Fatal(5),Airplane,Cessna,172N,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172S,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,177,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,Saratoga II TC PA32-,No,1.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Cessna,182H,No,1.0,Reciprocating,Skydiving,VMC
Non-Fatal,Airplane,Cessna,172K,No,1.0,Reciprocating,Instructional,VMC
Fatal(3),Airplane,Maule,M-5-235C,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,TU-206F,No,,,Personal,VMC
Non-Fatal,Airplane,De Havilland,DHC-2,No,1.0,Reciprocating,Business,VMC
Non-Fatal,Airplane,Air Tractor,402A,No,1.0,Turbo Prop,Aerial Application,VMC
Non-Fatal,Airplane,Cessna,P206,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Bellanca,7GCBC,No,1.0,Reciprocating,Other Work Use,VMC
Non-Fatal,Airplane,Schweizer,G-164B,No,1.0,Reciprocating,Aerial Application,VMC
Non-Fatal,Airplane,Stinson,108-3,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,BE36,No,1.0,Reciprocating,Personal,IMC
Non-Fatal,Airplane,Cessna,208B,No,,,,VMC
Fatal(1),Airplane,Beech,A36TC,No,1.0,Turbo Prop,Personal,VMC
Non-Fatal,Airplane,Maule,MX-7-235,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,208B,No,,,,VMC
Non-Fatal,Airplane,Cessna,208B,No,1.0,Turbo Prop,,VMC
Non-Fatal,Airplane,Cessna,172S,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Mooney,M20C,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Maysmike,Pitts S1S,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Diamond Aircraft Industries,DA20-C1 Katana,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,F90,No,2.0,Turbo Prop,Personal,VMC
Fatal(2),Airplane,Lockheed,L-188A,No,,,,
Non-Fatal,Airplane,Cessna,R172K,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Wsk Pzl Mielec,PZL-M-18,No,1.0,Turbo Prop,Personal,VMC
Non-Fatal,Airplane,Cessna,172N,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,140,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Boeing,757-251,No,2.0,Turbo Fan,,VMC
Non-Fatal,Airplane,Cessna,172P,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Aircraft Mfg & Dev. Co. (amd),CH2T,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,172S,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Aero Commander,100,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Lancair,235,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,170B,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,180,No,1.0,Reciprocating,Unknown,VMC
Non-Fatal,Airplane,Taylorcraft,F-19,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-18,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,185,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172S,No,1.0,Reciprocating,Personal,VMC
Fatal(2),Airplane,Cessna,185F,No,,,Personal,VMC
Non-Fatal,Airplane,Cessna,170B,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,206,No,1.0,Reciprocating,,VMC
Non-Fatal,Airplane,Cessna,172RG,No,1.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Piper,PA-28-140,No,,,Personal,VMC
Non-Fatal,Airplane,Cessna,210D,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,170B,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,152,No,,,Instructional,VMC
Non-Fatal,Airplane,Cessna,150C,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,195,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Kucklick,Hiperbipe,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,172M,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA-28-180,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Beech,C24R,No,1.0,Reciprocating,Instructional,VMC
Fatal(3),Airplane,Cessna,R172K,No,,,Personal,IMC
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA-38-112,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,172E,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Cessna,182J,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,C-170,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Mcdonnell Douglas,DC-9-82,No,2.0,Turbo Jet,,VMC
Non-Fatal,Airplane,Lancair,IVP,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Fairchild,Dornier 328-300,No,2.0,Turbo Fan,,VMC
Non-Fatal,Airplane,Cessna,172P,No,1.0,Reciprocating,Public Aircraft,VMC
Non-Fatal,Airplane,Cessna,152,No,,,Instructional,VMC
Non-Fatal,Airplane,Unknown,Avid Flyer,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Maule,M-6-235,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,150M,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,152,No,1.0,Reciprocating,Instructional,VMC
Non-Fatal,Airplane,Piper,PA-18-180,No,1.0,Reciprocating,Personal,VMC
Fatal(2),Airplane,Piper,PA-31,No,,,Personal,IMC
Non-Fatal,Airplane,Aviat,Pitts S-2C,No,1.0,Reciprocating,Air Race/show,VMC
Non-Fatal,Airplane,Beech,58,No,2.0,Reciprocating,Business,VMC
Fatal(8),Airplane,Cessna,402B,No,,,Personal,IMC
Non-Fatal,Airplane,Cessna,172M,No,1.0,Reciprocating,Personal,VMC
Fatal(1),Airplane,Aero Commander,690,No,,,Business,VMC
Non-Fatal,Airplane,Cessna,182K,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Bellanca,CH-300,Yes,,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,182B,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-60,No,,,Other Work Use,VMC
Non-Fatal,Airplane,Cessna,150F,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Cessna,180 H,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Wells,Pitts S1S,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Starduster,SA300,Yes,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Personal,VMC
Non-Fatal,Airplane,Williams,RV-4,Yes,1.0,Reciprocating,Personal,VMC
Fatal(2),Airplane,Lockheed,P2V,No,4.0,Reciprocating,Positioning,IMC
Fatal(4),Airplane,Cessna,U-206G,No,,,,VMC
Non-Fatal,Airplane,Price,Cuby Acro Trainer,Yes,1.0,,Unknown,VMC
